english,javanese,en_length,jv_length,length_ratio
"""Wrong!","""Salah!",1,1,1.0
"A dromedary!""","Dromedari!""",2,1,2.0
He loved her and she loved him.,Dheweke tresna marang dheweke lan dheweke tresna marang dheweke.,7,9,0.7777777777777778
I love her just as she is.,Aku tresna marang dheweke apa anane.,7,6,1.1666666666666667
She is a Korean.,Dheweke wong Korea.,4,3,1.3333333333333333
I don't speak Korean.,Aku ora bisa basa Korea.,4,5,0.8
The parent of a parent is a grandparent.,Wong tuwane wong tuwa yaiku simbah.,8,6,1.3333333333333333
The father of a parent is a grandfather.,Bapakne wong tuwa yaiku simbah.,8,5,1.6
The mother of a parent is a grandmother.,Ibune wong tuwa yaiku simbah.,8,5,1.6
The child of a sibling is a nibling.,Ibune wong tuwa yaiku simbah.,8,5,1.6
The son of a sibling is a nephew.,Anak saka sedulur yaiku anak sing diculik.,8,7,1.1428571428571428
The daughter of a sibling is a niece.,Anak saka sedulur yaiku ponakan lanang.,8,6,1.3333333333333333
The child of a child is a grandchild.,Putri saka sedulur yaiku ponakan wadon.,8,6,1.3333333333333333
The son of a child is a grandson.,Anak saka bocah yaiku putu.,8,5,1.6
The daughter of a child is a granddaughter.,Putrane bocah yaiku putu.,8,4,2.0
They have enough time.,Putri saka bocah yaiku putu wadon.,4,6,0.6666666666666666
Tom has neither a job nor an accommodation nor a family.,Dheweke duwe wektu sing cukup.,11,5,2.2
Sami stepped away to make a call.,"Tom ora duwe pegaweyan, papan panggonan, utawa kulawarga.",7,8,0.875
Sami finished his shift.,Sami lunga kanggo nelpon.,4,4,1.0
The policemen approached.,Sami rampung gilirane.,3,3,1.0
Sami had no choice but to surrender.,Polisi-polisine nyedhak.,7,2,3.5
Sami was shocked when he learned that Layla was arrested.,Sami ora duwe pilihan kajaba nyerah.,10,6,1.6666666666666667
Sami knew that it was over.,Sami kaget nalika ngerti yen Layla wis dicekel.,6,8,0.75
Sami knew that he was going to jail.,Sami ngerti yen wis rampung.,8,5,1.6
Sami heard the commotion.,Sami ngerti yen dheweke bakal dipenjara.,4,6,0.6666666666666666
Sami almost fainted.,Sami krungu keributan kasebut.,3,4,0.75
Sami knew that this was really going to happen.,Sami meh semaput.,9,3,3.0
Sami convinced himself that he hadn't done anything.,Sami ngerti yen iki pancen bakal kedadeyan.,8,7,1.1428571428571428
Sami was convicted as an accessory to the murder of Layla.,Sami ngyakinake awake dhewe yen dheweke ora nindakake apa-apa.,11,9,1.2222222222222223
Sami deserved more time in jail.,Sami dihukum minangka tambahan kanggo pembunuhan Layla.,6,7,0.8571428571428571
Sami served fifteen years in prison and was released in 2013.,Sami pantes dipenjara luwih suwe.,11,5,2.2
Sami was sentenced to death row.,Sami nglakoni limalas taun penjara lan dibebasake ing taun 2013.,6,10,0.6
Sami knew he didn't do that.,Sami dihukum mati.,6,3,2.0
I think Sami is capable of doing this.,Sami ngerti yen dheweke ora nindakake kuwi.,8,7,1.1428571428571428
Sami regretted hooking up with those guys.,Aku mikir Sami bisa nindakake iki.,7,6,1.1666666666666667
"Sami is on death row, waiting to die.",Sami getun amarga wis sesrawungan karo wong-wong kuwi.,8,8,1.0
Sami devised a cunning plan to cover his tracks.,"Sami lagi dipenjara, ngenteni mati.",9,5,1.8
Sami was smart enough to have everybody else do everything for him.,Sami ngrancang rencana licik kanggo nutupi jejak dheweke. Sami pinter banget nganti kabeh wong liya nindakake apa wae kanggo dheweke.,12,20,0.6
Sami tried to escape from justice.,Sami nyoba lolos saka pengadilan.,6,5,1.2
"Sami lived in an idyllic town in Ontario, Canada.","Sami manggon ing kutha sing apik banget ing Ontario, Kanada.",9,10,0.9
Sami went cruising for some weed.,Sami lunga menyang lelayaran kanggo tuku ganja.,6,7,0.8571428571428571
Sami is also known as Majid.,Sami uga dikenal minangka Majid.,6,5,1.2
Sami worked really hard to pay for his drug.,Sami kerja keras banget kanggo mbayar obat-obatane.,9,7,1.2857142857142858
Come into the house.,Mlebu omah.,4,2,2.0
Just come into the house.,Mlebu omah wae.,5,3,1.6666666666666667
I did this for Sami.,Aku nindakake iki kanggo Sami.,5,5,1.0
Sami ordered Layla to do that.,Sami mrentahake Layla supaya nindakake kuwi.,6,6,1.0
Sami emptied Majid's wallet.,Sami ngosongake dompete Majid.,4,4,1.0
Sami would do anything he could for a friend.,Sami bakal nindakake apa wae sing bisa ditindakake kanggo kancane.,9,10,0.9
Sami called that dinner a celebration meal.,Sami nyebutake nedha bengi kuwi minangka nedha bengi perayaan.,7,9,0.7777777777777778
Sami and Layla had a little party.,Sami lan Layla nganakake pesta cilik.,7,6,1.1666666666666667
Sami has got to do something.,Sami kudu nindakake apa-apa.,6,4,1.5
Sami started looking for Layla.,Sami wiwit nggoleki Layla.,5,4,1.25
Someone other than Sami has cashed his paycheck.,Wong liya kajaba Sami wis nguangkan gajine.,8,7,1.1428571428571428
This isn't Sami's picture.,Iki dudu fotone Sami.,4,4,1.0
Sami came from a broken family.,Sami asale saka kulawarga sing rusak.,6,6,1.0
Sami plotted a murder spree.,Sami ngrancang pembunuhan.,5,3,1.6666666666666667
Sami launched his vendetta on Halloween night.,Sami miwiti dendam ing wengi Halloween.,7,6,1.1666666666666667
Sami returned back to Cairo.,Sami bali menyang Kairo.,5,4,1.25
Sami refused to be taken alive.,Sami ora gelem digawa urip-urip.,6,5,1.2
Sami was full of rage.,Sami nesu banget.,5,3,1.6666666666666667
Sami barely knew Layla.,Sami meh ora kenal karo Layla.,4,6,0.6666666666666666
It is Sami the police is after.,Sami sing dioyak polisi.,7,4,1.75
Sami saw what was happening.,Sami weruh apa sing kedadeyan.,5,5,1.0
Sami had no time to waste.,Sami ora duwe wektu kanggo mbuwang-mbuwang.,6,6,1.0
Police were just minutes behind Sami.,Polisi mung sawetara menit ing mburine Sami.,6,7,0.8571428571428571
Sami knew exactly where to get cash.,Sami ngerti persis ing ngendi golek dhuwit.,7,7,1.0
Sami has trusted the wrong man.,Sami wis percaya karo wong sing salah.,6,7,0.8571428571428571
Sami has no way to run.,Sami ora duwe cara kanggo mlayu.,6,6,1.0
Sami asked for his mother's help.,Sami njaluk tulung marang ibune.,6,5,1.2
Sami fled to Egypt.,Sami mlayu menyang Mesir.,4,4,1.0
Sami made a daring escape.,Sami mlayu kanthi wani.,5,4,1.25
Sami considered his options.,Sami mikir pilihan sing dipilih.,4,5,0.8
I'm gobsmacked.,Aku kaget.,2,2,1.0
He spoke concisely.,Dheweke ngomong kanthi ringkes.,3,4,0.75
Tom is a man who makes the impossible possible.,Tom iku wong sing nggawe sing ora mungkin dadi mungkin.,9,10,0.9
My dad said no.,Bapakku ora kandha.,4,3,1.3333333333333333
Who'd like to answer the question?,Sapa sing pengin njawab pitakonan iki?,6,6,1.0
"If there were beings on other planets, what would they look like?","Yen ana makhluk ing planet liya, kaya apa rupane?",12,9,1.3333333333333333
My house is a rental house.,Omahku omah sewa.,6,3,2.0
At what temperature does lead melt?,Ing suhu pira timbal leleh?,6,5,1.2
Lead is a soft metal.,Timbal iku logam alus.,5,4,1.25
Lead and iron must feed the coppersmith.,Timbal lan wesi kudu menehi panganan kanggo tukang tembaga.,7,9,0.7777777777777778
Borrowed gold becomes lead when they demand it back.,Emas sing disilih dadi timah nalika ditukokake maneh.,9,8,1.125
I don't fucking care.,Aku ora peduli blas.,4,4,1.0
Melancholy is the joy of being sad.,Melankolis iku rasa seneng nalika sedhih.,7,6,1.1666666666666667
Music is noise that thinks.,Musik iku swara sing nggawe wong mikir.,5,7,0.7142857142857143
It is easier to harm than to help.,Luwih gampang nglarani tinimbang mbantu.,8,5,1.6
Ambition rarely moves normally.,Ambisi arang obah kanthi normal.,4,5,0.8
Either it comes on tiptoe or it crawls on all fours.,Entah iku mlaku nganggo jinjit utawa mlaku nganggo sikil papat.,11,10,1.1
The end of the sentence is missing a question mark.,Pungkasan ukara ora ana tandha pitakon.,10,6,1.6666666666666667
So has that ever happened to you before?,"Dadi, apa kowe wis tau ngalami kaya ngono?",8,8,1.0
Are you sitting comfortably?,Apa kowe lungguh kanthi kepenak?,4,5,0.8
Everyone loves marionettes.,Kabeh wong seneng boneka.,3,4,0.75
"I have to study a lot, so that I can speak German well.","Aku kudu sinau akeh, supaya aku bisa ngomong basa Jerman kanthi becik.",13,12,1.0833333333333333
"No, the houses in my village aren't tall, but the gardens are big.","Ora, omah-omah ing desaku ora dhuwur, nanging kebone gedhe.",13,9,1.4444444444444444
"No, the flowers are not green, but red, white, yellow or blue.","Ora, kembange ora ijo, nanging abang, putih, kuning utawa biru.",12,10,1.2
A mouse is not a large animal.,Tikus dudu kewan gedhe.,7,4,1.75
Above the table is a lamp.,Ing ndhuwur meja ana lampu.,6,5,1.2
"Yes, I did that.","Ya, aku sing nglakoni kuwi.",4,5,0.8
Tom's boat sank.,Praune Tom klelep.,3,3,1.0
Tom was wealthy.,Tom sugih.,3,2,1.5
Tom was violent.,Tom kasar.,3,2,1.5
Tom was annoyed.,Tom jengkel.,3,2,1.5
Tom wants a dog.,Tom pengin asu.,4,3,1.3333333333333333
Tom trains dogs.,Tom nglatih asu.,3,3,1.0
Tom sounds nuts.,Tom muni kaya wong edan.,3,5,0.6
Tom must be shy.,Tom mesthi isin.,4,3,1.3333333333333333
Tom must be mad.,Tom mesthi nesu.,4,3,1.3333333333333333
Tom looked calm.,Tom katon anteng.,3,3,1.0
Tom likes pizza.,Tom seneng pizza.,3,3,1.0
Tom isn't heavy.,Tom ora kekar.,3,3,1.0
Tom is my coach.,Tom iku pelatihku.,4,3,1.3333333333333333
Tom did do that.,Tom pancen nglakoni kuwi.,4,4,1.0
My pulse is low.,Denyutan nadiku mudhun.,4,3,1.3333333333333333
My house is new.,Omahku anyar.,4,2,2.0
My hair is wavy.,Rambutku ikal.,4,2,2.0
My hair is long.,Rambutku dawa.,4,2,2.0
My feet got wet.,Sikilku teles.,4,2,2.0
My door is open.,Lawangku mbukak.,4,2,2.0
I'm not excited.,Aku ora bungah.,3,3,1.0
I would do that.,Aku bakal nglakoni kuwi.,4,4,1.0
I often do that.,Aku kerep nglakoni kuwi.,4,4,1.0
I might be late.,Aku bisa uga telat.,4,4,1.0
I knew about it.,Aku ngerti bab iku.,4,4,1.0
I honked at Tom.,Aku nglakson Tom.,4,3,1.3333333333333333
I helped Tom up.,Aku mbantu Tom tangi.,4,4,1.0
I felt offended.,Aku rumangsa tersinggung.,3,3,1.0
You're yawning.,Kowe nguap.,2,2,1.0
You're strange.,Kowe aneh.,2,2,1.0
You work fast.,Kowe kerja cepet.,3,3,1.0
You seemed OK.,Kowe katon apik-apik wae.,3,4,0.75
Tom was tipsy.,Tom mabuk.,3,2,1.5
Tom was pushy.,Tom meksa.,3,2,1.5
Tom was early.,Tom teka luwih awal.,3,4,0.75
Tom got upset.,Tom nesu.,3,2,1.5
Tom got drunk.,Tom mendem.,3,2,1.5
Never do that.,Aja nganti kaya ngono.,3,4,0.75
My phone rang.,HPku muni.,3,2,1.5
Is Tom afraid?,Apa Tom wedi?,3,3,1.0
I'm very weak.,Aku ringkih banget.,3,3,1.0
I'm an expert.,Aku ahli.,3,2,1.5
You look mad.,Kowe katon nesu.,3,3,1.0
Tom was slow.,Tom alon.,3,2,1.5
Tom was last.,Tom pungkasan.,3,2,1.5
Tom is heavy.,Tom abot.,3,2,1.5
My boat sank.,Prauku klelep.,3,2,1.5
My arms ache.,Lengenku lara.,3,2,1.5
I'm unharmed.,Aku ora cilaka.,2,3,0.6666666666666666
I need a saw.,Aku butuh gergaji.,4,3,1.3333333333333333
I kept still.,Aku meneng wae.,3,3,1.0
You look OK.,Kowe katon apik-apik wae.,3,4,0.75
We're lucky.,Kita begja.,2,2,1.0
Tom was hot.,Tom panas.,3,2,1.5
I'm outside.,Aku ana ing njaba.,2,4,0.5
I'm injured.,Aku tatu.,2,2,1.0
I'm anxious.,Aku kuwatir.,2,2,1.0
I'm annoyed.,Aku jengkel.,2,2,1.0
"Do that, OK?","Lakoni kuwi, ya?",3,3,1.0
Do that now.,Lakoni saiki.,3,2,1.5
I'm insane.,Aku edan.,2,2,1.0
I'm filthy.,Aku reged.,2,2,1.0
I'm amazed.,Aku gumun.,2,2,1.0
I hate rap.,Aku sengit rap.,3,3,1.0
Is he Tom?,Apa dheweke Tom?,3,3,1.0
I met Tom.,Aku ketemu Tom.,3,3,1.0
I do that.,Aku nindakake kuwi.,3,3,1.0
I clapped.,Aku tepuk tangan.,2,3,0.6666666666666666
Africa is the cradle of mankind.,Afrika iku papan laire manungsa.,6,5,1.2
Was the teacher young?,Apa gurune isih enom?,4,4,1.0
Was the notebook blue?,Apa buku cathetane biru?,4,4,1.0
Are the old chairs brown?,Apa kursi lawas kuwi warnane coklat?,5,6,0.8333333333333334
Is the new teacher fat?,Apa guru anyar kuwi lemu?,5,5,1.0
Is the new student good?,Apa murid anyar kuwi apik?,5,5,1.0
"I know that he knows her, but I don't know from where.","Aku ngerti dheweke kenal karo gurune, nanging aku ora ngerti saka ngendi.",12,12,1.0
That's a bad translation.,Jawabane ora apik.,4,3,1.3333333333333333
What was there under the lamp?,Apa sing ana ing sangisore lampu?,6,6,1.0
The biggest door is next to the window.,Lawang paling gedhe ana ing jejere jendela.,8,7,1.1428571428571428
That's a large table.,Kuwi meja gedhe.,4,3,1.3333333333333333
Do you work on Saturday as well?,Apa kowe uga kerja dina Setu?,7,6,1.1666666666666667
What time are you setting off?,Kowe arep mangkat jam pira?,6,5,1.2
The young boy was a good pupil.,Bocah lanang kuwi murid sing apik.,7,6,1.1666666666666667
What was there above the little table?,Apa sing ana ing ndhuwur meja cilik kuwi?,7,8,0.875
She's a head shorter than I am.,Dheweke luwih cendhek tinimbang aku sak sirah.,7,7,1.0
What are you like?,Kowe kaya apa?,4,3,1.3333333333333333
All grown-ups were once children.,Kabeh wong diwasa biyen bocah-bocah.,5,5,1.0
"""In what language does one write to Father Christmas?""","""Nganggo basa apa nulis kanggo Santa Claus?""",9,7,1.2857142857142858
"""In English, of course.""","""Mesthi nganggo basa Inggris.""",4,4,1.0
"""What language do you write to Father Christmas in?""","""Nganggo basa apa nulis kanggo Santa Claus?""",9,7,1.2857142857142858
"""In English, of course.""","""Mesthi nganggo basa Inggris.""",4,4,1.0
You just don't know when to shut up.,Kowé mung ora ngerti kapan kudu meneng.,8,7,1.1428571428571428
Mary speaks perfect French.,Mary ngomong basa Prancis sing sampurna.,4,6,0.6666666666666666
She speaks fluent German as well.,Dhèwèké uga lancar ngomong basa Jerman.,6,6,1.0
"I succeeded in reproducing the error, and I also have an idea about what might be causing it.","Aku kasil ngulang kesalahan kasebut, lan aku uga ngerti apa sing nyebabake.",18,12,1.5
You have no idea what Mary is capable of.,Kowé ora ngerti apa sing bisa ditindakake Mary.,9,8,1.125
Beware of her!,Ati-ati karo dhèwèké!,3,3,1.0
Tom's squirrel is super intelligent.,Bajing Tom iku cerdas banget.,5,5,1.0
"It has an IQ three times higher than Tom's, and considers him its pet.","IQ-é telu luwih dhuwur tinimbang Tom, lan nganggep dhèwèké minangka kéwan ingon-ingoné.",14,12,1.1666666666666667
The sentence contains some serious mistakes.,Ukara kasebut ngandhut sawetara kesalahan serius.,6,6,1.0
I demand an answer to my question!,Aku nuntut jawaban kanggo pitakonanku!,7,5,1.4
Tom is a dedicated teacher.,Tom iku guru sing setya.,5,5,1.0
"Why do you want to become a nurse, then?","Yen ngono, kenapa kowé pengin dadi perawat?",9,7,1.2857142857142858
I was glad when I woke up and realised that it had all been just a bad dream.,Aku seneng nalika tangi lan ngerti yen kabeh mung impen sing ala.,18,12,1.5
Let's pay Tom a surprise visit!,Ayo dolan menyang Tom kanthi dadakan!,6,6,1.0
It's twelve o'clock - maybe we can invite ourselves to lunch.,Wis jam rolas - mungkin kita bisa ngajak nedha awan.,11,10,1.1
"""Are you angry with me?""","""Apa kowé nesu karo aku?""",5,5,1.0
"""Yes, a little bit.""","""Iya, sithik.""",4,2,2.0
Mary stepped out into the moonlit meadow.,Mary metu menyang padang rumput sing padhang rembulan.,7,8,0.875
He got the date wrong.,Dheweke salah tanggal.,5,3,1.6666666666666667
Gdańsk is the biggest city in the north of Poland.,Gdańsk minangka kutha paling gedhe ing sisih lor Polandia.,10,9,1.1111111111111112
The miner likes to mine.,Penambang seneng nambang.,5,3,1.6666666666666667
I mine because it is my job.,Aku nambang amarga iku pegaweyanku.,7,5,1.4
There’s a game called Minecraft that is about mining.,Ana game sing jenenge Minecraft sing babagan pertambangan.,9,8,1.125
Gold is mined in this area.,Emas ditambang ing wilayah iki.,6,5,1.2
You aren’t allowed to mine here.,Kowe ora diidini nambang ing kene.,6,6,1.0
